SurveyID,Age,Gender,Country,state,self_employed,family_history,treatment,work_interfere,no_employees,remote_work,tech_company,benefits,care_options,wellness_program,seek_help,comments
1169,25,female,Bulgaria,UT,No,No,Yes,Sometimes,677,Yes,Yes,No,No,No,No,NA
1170,32,Woman,United States,NY,No,No,Yes,Sometimes,521,No,Yes,Yes,Yes,No,No,NA
1171,38,male,United States,CA,No,Yes,Yes,Sometimes,2218,No,No,Yes,Yes,Yes,Yes,NA
1172,72,Female,United States,IN,No,Yes,Yes,Never,388,Yes,No,Yes,Not sure,Don't know,Yes,NA
1173,35,female,United States,IN,No,Yes,Yes,Sometimes,2204,Yes,Yes,No,No,No,No,NA
1174,28,F,United States,VA,No,No,Yes,Often,1646,No,Yes,No,Yes,No,No,NA
1175,27,femail,United States,OK,No,No,No,Never,3266,No,No,Don't know,Not sure,Don't know,Don't know,NA
1176,56,female,United States,OR,Yes,No,No,Rarely,2042,Yes,Yes,Don't know,Not sure,Don't know,Don't know,I'm self-employed on contract with small start-up. Covered through spouse's insurance.
1177,38,Male,United States,AL,No,Yes,Yes,Sometimes,1337,Yes,Yes,Yes,No,No,No,NA
1178,31,Female,Belgium,,No,No,No,,240,No,Yes,Don't know,Not sure,No,No,NA
1179,40,Male,United States,AL,No,Yes,Yes,Sometimes,4115,No,Yes,Yes,Yes,No,No,NA
1180,44,M,United States,OH,No,Yes,Yes,Sometimes,2278,No,Yes,Yes,Yes,No,Yes,My mental health issues were the direct result of the trauma from childhood abuse. Most (all?) of the Prompt-sponsored/related presentations I've seen have been about congenital mental health issues that are treatable with continued medication. For me medication only provided temporary assistance. I needed years of (continuing) therapy to deal with PTSD and related disorders (depression anxiety suicidal tendencies others). I haven't seen many in our community discussing trauma-related mental health issues but they are just as real and just as debilitating.
1181,34,Male,Canada,,No,Yes,No,Sometimes,3508,No,Yes,Yes,Not sure,Yes,Yes,NA
1182,37,Male,United Kingdom,,No,No,No,Never,4596,Yes,Yes,Don't know,No,No,No,NA
1183,38,male,Italy,,No,No,No,Never,3039,No,Yes,Don't know,Not sure,Don't know,Don't know,NA
1184,27,male,Germany,,No,No,No,,2581,No,Yes,Don't know,Not sure,No,No,NA
1185,34,female,Ireland,,No,No,Yes,Sometimes,289,No,No,Yes,Yes,Yes,No,NA
1186,35,Female,Ireland,,No,No,No,Rarely,4062,No,Yes,Don't know,No,No,No,NA
1187,34,male,Ireland,,No,No,Yes,Often,3892,No,Yes,No,No,No,No,NA
1188,32,Male,United States,TX,No,No,Yes,Often,1503,Yes,Yes,Yes,Not sure,No,Don't know,NA
1189,25,male,Ireland,,No,No,No,,3077,No,Yes,Don't know,Not sure,No,Don't know,NA
1190,28,Male,Australia,,No,No,Yes,Often,757,Yes,Yes,No,Yes,No,No,NA
1191,28,Female,United States,TX,No,No,Yes,Rarely,4491,No,Yes,Yes,No,No,No,NA
1192,31,Male,Brazil,,Yes,No,Yes,,1486,No,Yes,No,Yes,No,No,NA
1193,24,Male,United Kingdom,,No,No,No,,3035,No,Yes,Don't know,Not sure,No,No,NA
1194,34,Male,Ireland,,No,Yes,Yes,Never,3028,Yes,Yes,No,No,No,No,NA
1195,32,male,Ireland,,No,No,Yes,Sometimes,770,No,Yes,No,No,No,No,NA
1196,34,Male,United Kingdom,,No,Yes,No,Often,590,Yes,No,Don't know,Not sure,No,No,NA
1197,23,Male,United States,TX,No,No,Yes,Sometimes,2659,No,Yes,No,Yes,No,No,NA
1198,33,Male,Czech Republic,,No,Yes,No,Often,197,No,Yes,No,Yes,No,No,NA
1199,29,male,Singapore,,No,Yes,Yes,Sometimes,185,No,Yes,Don't know,Not sure,No,No,it is my opinion that bad mental health is a red flag for employers and i would never bring it up.
1200,24,male,Ireland,,No,Yes,No,,4030,No,Yes,No,No,No,No,NA
1201,45,male,Ireland,,No,No,No,Never,3118,Yes,Yes,Don't know,Not sure,No,No,NA
1202,34,Female,United Kingdom,,No,No,Yes,Sometimes,4137,No,No,No,Yes,No,Yes,NA
1203,31,Male,Philippines,,No,No,No,Sometimes,2787,No,Yes,Don't know,No,No,No,NA
1204,33,Male,United States,FL,No,No,Yes,Often,1980,Yes,Yes,Yes,Yes,No,No,NA
1205,28,male,Netherlands,,No,No,No,,3016,No,Yes,No,Not sure,No,No,NA
1206,27,Male,United Kingdom,,No,No,No,Rarely,1938,Yes,No,Don't know,Not sure,No,Yes,NA
1207,42,male,Ireland,,No,No,No,Never,2205,No,Yes,No,Yes,No,No,NA
1208,28,male,Netherlands,,No,No,No,,4564,No,Yes,No,Not sure,No,No,NA
1209,38,Male,United States,TX,No,No,Yes,Sometimes,447,Yes,Yes,Yes,No,Yes,Yes,I openly discuss my mental health struggles. I have found that doing so encourages people who also struggle to seek treatment. I'm willing to risk losing the support of people who don't understand if it helps those who understand all too well.
1210,46,Male,United States,CA,No,Yes,Yes,Often,3026,No,Yes,Don't know,No,No,No,NA
1211,46,male,United States,MD,No,Yes,Yes,Sometimes,4021,Yes,Yes,Don't know,Not sure,Don't know,Don't know,Just starting a new job hence the numerous I don't know selections.
1212,41,female,Netherlands,,Yes,No,Yes,Rarely,2868,Yes,Yes,Don't know,Yes,Don't know,Yes,The data will be skewed for self-employed people as the questions contain some bias.Having said that: being self-employed I *choose* to work for companies which want to employ *me* not just my skills but including my opinions my life-experience etc. If a potential contract/job doesn't *feel* right I prefer to not take it (and be poor) than to compromise myself.
1213,23,Male ,United Kingdom,,No,No,No,Never,2518,No,Yes,Don't know,No,No,No,Although my employer does everything they can to accommodate employees with mental health problems when those individuals cannot carry out any work assigned to them (even over the course of months) they appear to have no alternative but to terminate their employment. However I believe this would be the same for a physical health problem. 
1214,24,male,Ireland,,No,Yes,Yes,Sometimes,2186,No,Yes,Yes,Yes,No,Yes,NA
1215,23,female,Ireland,,No,No,Yes,Rarely,2104,No,Yes,No,Yes,Yes,No,NA
1216,39,Male,Netherlands,,No,No,No,,4195,No,No,Yes,Not sure,Yes,Don't know,NA
1217,32,Female,Ireland,,No,Yes,No,Never,1923,No,Yes,Yes,Yes,Don't know,Yes,NA
1218,25,Male,United States,MN,No,Yes,Yes,Sometimes,1374,No,Yes,Don't know,Yes,No,No,NA
1219,39,Male,Greece,,No,No,No,,4171,Yes,Yes,No,No,No,No,NA
1220,23,Female,United Kingdom,,No,Yes,Yes,Sometimes,2252,No,Yes,No,Yes,No,Yes,NA
1221,24,Cis Man,United Kingdom,,Yes,No,Yes,Sometimes,3750,Yes,Yes,No,No,No,No,NA
1222,25,Male,United Kingdom,,No,Yes,Yes,Sometimes,2515,No,No,Yes,Yes,Yes,Yes,I work at a large university with a track record of health and wellbeing support
1223,23,Male,United Kingdom,,No,No,Yes,Rarely,2242,No,Yes,No,Yes,No,No,NA
1224,24,"ostensibly male, unsure what that really means",United Kingdom,,No,No,Yes,Sometimes,2101,No,No,Don't know,No,No,Don't know,i'm in a country with social health care so my options are not dependant on my employer. this makes a few of the early questions less relevant than they would be for a resident of the US.
1225,23,Male,Canada,,No,No,Yes,Often,4781,No,Yes,Yes,Yes,Yes,Don't know,NA
1226,60,Male,United States,CA,No,No,Yes,Often,1019,Yes,Yes,Don't know,No,Yes,Don't know,NA
1227,28,male,Ireland,,No,No,No,Sometimes,3118,No,Yes,No,Yes,No,No,NA
1228,28,Male,United States,TN,No,Yes,Yes,Often,2329,No,No,Yes,Yes,Yes,Yes,NA
1229,30,male,Netherlands,,No,No,No,Sometimes,3506,No,Yes,Don't know,No,No,No,NA
1230,31,male,Germany,,No,Yes,Yes,Sometimes,1864,No,Yes,Don't know,No,No,No,NA
1231,31,Male,Poland,,Yes,No,Yes,Often,2970,Yes,Yes,No,No,No,No,NA
1232,28,Male,Ireland,,No,No,Yes,Rarely,4395,No,Yes,Don't know,No,No,Don't know,NA
1233,43,f,United States,FL,No,Yes,Yes,Rarely,435,Yes,Yes,Yes,Yes,No,Yes,NA
1234,32,female,United Kingdom,,No,No,No,,4474,No,No,No,No,No,Don't know,NA
1235,22,Male,Australia,,No,Yes,Yes,Often,1076,No,No,Yes,Yes,Yes,Yes,In australia all organisations of a certain size have to provide free access to a 'employee assistance program' to discuss work and personal issues.EAPs are an external provider totally confidential and anonymous (ring up andsay the name of who you work for - so they know to bill your work)  and they offer phone and face to face consults.
1236,32,Male,United States,OR,No,No,No,Never,1204,No,Yes,Yes,Not sure,Don't know,Yes,NA
1237,36,male,Finland,,No,No,Yes,Often,3793,No,Yes,No,No,No,No,NA
1238,41,Female,United States,WA,No,Yes,Yes,Sometimes,2433,No,Yes,Yes,No,No,Don't know,NA
1239,30,M,United States,CA,No,Yes,Yes,Sometimes,1956,No,Yes,Yes,Yes,Don't know,No,Bipolar disorder 
1240,30,Male,United States,CA,Yes,Yes,Yes,Often,1758,No,Yes,Yes,Not sure,Yes,Yes,NA
1241,36,Male,South Africa,,No,Yes,Yes,Often,311,No,No,No,Yes,No,No,NA
1242,29,male,United States,NC,No,Yes,Yes,Sometimes,1111,Yes,Yes,Yes,Yes,Yes,No,NA
1243,36,Male,United States,UT,No,Yes,No,Rarely,1587,No,No,Don't know,No,Yes,Yes,NA
1244,,male,United Kingdom,,No,No,Yes,,3265,No,Yes,No,No,No,No,NA
1245,32,Male,United States,IL,No,Yes,Yes,Often,2749,Yes,Yes,Yes,Yes,No,No,NA
1246,34,male,United States,CA,No,Yes,Yes,Sometimes,825,No,Yes,Yes,Yes,No,No,NA
1247,46,f,United States,NC,No,No,No,,4797,Yes,Yes,No,Yes,No,No,NA
1248,25,Male,United States,IL,No,Yes,Yes,Sometimes,3793,No,No,Yes,Yes,No,No,NA
